timestamp,txId,userSessionId,teamId,userId,adId,adCategory
2016-05-27 00:42:08,6496,5734,36,127,6,movies
2016-05-27 00:52:20,6497,5665,18,121,16,clothing
2016-05-27 00:54:16,6502,5893,64,1544,20,clothing
2016-05-27 00:56:21,6494,5836,27,1892,13,computers
2016-05-27 01:01:34,6501,5893,64,1544,14,fashion
2016-05-27 01:04:34,6500,5920,9,1027,11,games
2016-05-27 01:05:50,6499,5812,64,1997,5,computers
2016-05-27 01:06:13,6495,5750,44,2283,1,sports
2016-05-27 01:06:32,6498,5816,53,1740,12,computers
2016-05-27 01:06:59,6525,5735,84,1404,2,electronics
2016-05-27 01:09:09,6522,5858,22,157,26,movies
2016-05-27 01:09:19,6533,5882,61,1085,22,computers
2016-05-27 01:10:30,6530,5789,75,1525,18,games
2016-05-27 01:12:34,6521,5915,59,801,13,computers
2016-05-27 01:22:38,6528,5948,35,400,12,computers
2016-05-27 01:23:07,6531,5669,36,445,25,computers
2016-05-27 01:26:17,6524,5773,35,279,28,hardware
2016-05-27 01:26:17,6534,5778,94,1206,24,clothing
2016-05-27 01:26:20,6529,5844,53,670,24,clothing
2016-05-27 01:28:03,6526,5761,32,2336,21,movies
2016-05-27 01:30:52,6527,5956,22,1717,0,sports
2016-05-27 01:33:31,6520,5912,61,1645,16,clothing
2016-05-27 01:35:24,6532,5679,97,819,0,sports
2016-05-27 01:35:26,6523,5742,35,2243,4,games
2016-05-27 02:24:40,6562,5778,94,1206,7,hardware
2016-05-27 02:25:47,6563,5869,22,90,26,movies
2016-05-27 02:28:14,6564,5659,13,1623,7,hardware
2016-05-27 02:39:29,6592,5721,9,21,24,clothing
2016-05-27 02:43:29,6588,5852,74,1270,11,games
2016-05-27 02:46:10,6591,5852,74,1270,12,computers
2016-05-27 02:58:17,6587,5883,51,810,9,sports
2016-05-27 03:05:50,6590,5758,100,1793,14,fashion
2016-05-27 03:06:24,6589,5658,72,1370,13,computers
2016-05-27 03:07:10,6613,5775,35,868,8,hardware
2016-05-27 03:08:02,6614,5811,97,649,25,computers
2016-05-27 03:09:50,6618,5720,94,1535,14,fashion
2016-05-27 03:11:05,6621,5811,97,649,20,clothing
2016-05-27 03:11:16,6619,5743,53,1059,4,games
2016-05-27 03:17:00,6620,5943,54,243,21,movies
2016-05-27 03:19:24,6609,5687,66,1315,24,clothing
2016-05-27 03:21:14,6612,5683,99,2368,7,hardware
2016-05-27 03:21:36,6616,5747,94,239,14,fashion
2016-05-27 03:31:48,6608,5783,100,2306,1,sports
2016-05-27 03:33:46,6615,5785,27,1065,10,fashion
2016-05-27 03:34:07,6611,5858,22,157,1,sports
2016-05-27 03:34:36,6610,5909,84,2218,6,movies
2016-05-27 03:36:49,6617,5683,99,2368,6,movies
2016-05-27 03:38:11,6647,5930,59,2029,24,clothing
2016-05-27 03:38:17,6640,5663,94,1966,13,computers
2016-05-27 03:39:00,6636,5879,64,1157,5,computers
2016-05-27 03:42:11,6635,5667,64,708,11,games
2016-05-27 03:44:09,6649,5666,63,462,5,computers
2016-05-27 03:49:03,6643,5923,99,2212,19,clothing
2016-05-27 03:50:37,6638,5756,63,212,16,clothing
2016-05-27 03:51:29,6641,5889,54,165,3,electronics
2016-05-27 03:51:53,6637,5825,61,1471,6,movies
2016-05-27 03:52:47,6639,5821,94,352,10,fashion
2016-05-27 03:53:42,6648,5915,59,801,28,hardware
2016-05-27 03:55:28,6650,5836,27,1892,3,electronics
2016-05-27 03:56:49,6644,5661,63,83,25,computers
2016-05-27 03:59:00,6646,5706,9,1652,23,fashion
2016-05-27 03:59:10,6645,5706,9,1652,28,hardware
2016-05-27 04:04:24,6642,5683,99,2368,6,movies
2016-05-27 04:19:53,6665,5906,74,62,13,computers
2016-05-27 04:22:20,6666,5727,18,1205,9,sports
2016-05-27 04:23:16,6664,5844,53,670,26,movies
2016-05-27 04:40:34,6682,6088,32,1815,9,sports
2016-05-27 04:56:50,6683,5761,32,2336,27,games
2016-05-27 05:07:13,6713,5671,59,2355,19,clothing
2016-05-27 05:08:18,6710,5823,61,511,14,fashion
2016-05-27 05:08:21,6712,5847,70,1516,20,clothing
2016-05-27 05:15:46,6716,5886,64,68,19,clothing
2016-05-27 05:16:41,6704,5666,63,462,12,computers
2016-05-27 05:16:47,6703,5758,100,1793,7,hardware
2016-05-27 05:17:05,6708,5919,59,2133,0,sports
2016-05-27 05:18:50,6715,5768,97,1640,8,hardware
2016-05-27 05:19:22,6707,5741,54,1042,20,clothing
2016-05-27 05:20:19,6705,5743,53,1059,21,movies
2016-05-27 05:23:28,6706,5782,51,1318,28,hardware
2016-05-27 05:24:53,6711,5659,13,1623,20,clothing
2016-05-27 05:26:18,6709,6401,18,1064,23,fashion
2016-05-27 05:33:10,6714,5663,94,1966,24,clothing
2016-05-27 06:24:59,6751,5870,9,371,24,clothing
2016-05-27 06:33:48,6750,5723,85,309,19,clothing
2016-05-27 06:39:14,6784,5778,94,1206,27,games
2016-05-27 06:41:00,6785,5945,75,253,5,computers
2016-05-27 06:42:20,6779,5870,9,371,23,fashion
2016-05-27 06:43:51,6772,5680,64,1588,28,hardware
2016-05-27 06:44:54,6780,6088,32,1815,6,movies
2016-05-27 06:45:42,6773,5940,64,564,29,automotive
2016-05-27 06:46:35,6783,5922,57,306,14,fashion
2016-05-27 06:48:10,6777,5969,94,741,21,movies
2016-05-27 06:49:01,6775,5716,18,374,2,electronics
2016-05-27 06:49:31,6778,5721,9,21,27,games
2016-05-27 06:51:16,6774,5811,97,649,0,sports
2016-05-27 06:52:17,6786,5725,77,343,24,clothing
2016-05-27 06:52:25,6782,5749,54,2379,20,clothing
2016-05-27 06:55:30,6787,5767,72,1856,17,games
2016-05-27 06:57:24,6781,5813,39,210,4,games
2016-05-27 07:00:13,6776,5798,77,1304,4,games
2016-05-27 07:07:00,6811,5850,64,1367,20,clothing
2016-05-27 07:09:37,6814,5674,54,770,25,computers
2016-05-27 07:09:51,6808,5687,66,1315,0,sports
2016-05-27 07:13:50,6815,5750,44,2283,15,sports
2016-05-27 07:14:14,6820,5772,35,807,25,computers
2016-05-27 07:14:49,6810,5816,53,1740,7,hardware
2016-05-27 07:17:05,6806,5700,8,1353,0,sports
2016-05-27 07:19:48,6816,5715,90,1972,1,sports
2016-05-27 07:20:33,6812,5785,27,1065,17,games
2016-05-27 07:21:48,6818,5958,8,2383,20,clothing
2016-05-27 07:23:00,6809,5946,64,846,16,clothing
2016-05-27 07:25:56,6813,5779,27,221,11,games
2016-05-27 07:28:09,6805,5934,27,2384,24,clothing
2016-05-27 07:29:26,6807,5716,18,374,9,sports
2016-05-27 07:30:41,6817,5922,57,306,2,electronics
2016-05-27 07:35:03,6819,5945,75,253,14,fashion
2016-05-27 07:43:11,6839,5925,99,2032,16,clothing
2016-05-27 07:50:31,6840,5919,59,2133,14,fashion
2016-05-27 07:55:56,6841,5698,9,1143,27,games
2016-05-27 08:04:19,6838,5728,77,751,27,games
2016-05-27 08:17:48,6862,5649,18,1658,28,hardware
2016-05-27 08:18:22,6859,5940,64,564,21,movies
2016-05-27 08:18:30,6865,5969,94,741,1,sports
2016-05-27 08:20:42,6864,5758,100,1793,3,electronics
2016-05-27 08:24:44,6861,5785,27,1065,23,fashion
2016-05-27 08:26:20,6860,5720,94,1535,24,clothing
2016-05-27 08:34:41,6863,5709,11,2222,18,games
2016-05-27 08:35:06,6858,5969,94,741,10,fashion
2016-05-27 08:36:54,6889,5768,97,1640,8,hardware
2016-05-27 08:37:38,6890,5775,35,868,0,sports
2016-05-27 08:38:42,6884,5934,27,2384,24,clothing
2016-05-27 08:43:29,6886,5735,84,1404,20,clothing
2016-05-27 08:48:02,6887,5669,36,445,13,computers
2016-05-27 08:50:56,6885,5759,22,76,27,games
2016-05-27 09:01:22,6881,5807,54,1026,1,sports
2016-05-27 09:04:39,6883,5801,11,222,13,computers
2016-05-27 09:06:13,6880,5785,27,1065,26,movies
2016-05-27 09:06:19,6882,5867,27,1329,19,clothing
2016-05-27 09:06:23,6888,5702,20,355,11,games
2016-05-27 09:08:11,6910,5783,100,2306,16,clothing
2016-05-27 09:10:58,6909,5789,75,1525,20,clothing
2016-05-27 09:34:43,6911,5943,54,243,10,fashion
2016-05-27 09:38:20,6934,5832,100,2092,14,fashion
2016-05-27 09:45:40,6941,5943,54,243,27,games
2016-05-27 09:46:38,6932,5747,94,239,9,sports
2016-05-27 09:53:55,6938,5655,9,1277,26,movies
2016-05-27 09:54:14,6933,5667,64,708,19,clothing
2016-05-27 09:56:08,6936,5798,77,1304,1,sports
2016-05-27 09:57:47,6930,5829,78,1769,3,electronics
2016-05-27 10:00:08,6931,5657,63,585,8,hardware
2016-05-27 10:01:50,6939,5930,59,2029,21,movies
2016-05-27 10:02:11,6935,5735,84,1404,21,movies
2016-05-27 10:04:47,6940,5666,63,462,17,games
2016-05-27 10:05:33,6937,5735,84,1404,23,fashion
2016-05-27 10:08:46,6965,5698,9,1143,15,sports
2016-05-27 10:10:03,6973,5758,100,1793,11,games
2016-05-27 10:11:50,6968,5727,18,1205,21,movies
2016-05-27 10:13:49,6967,5801,11,222,5,computers
2016-05-27 10:18:14,6970,5743,53,1059,10,fashion
2016-05-27 10:18:18,6963,5742,35,2243,27,games
2016-05-27 10:19:32,6971,5968,35,2127,1,sports
2016-05-27 10:20:19,6960,5711,18,128,8,hardware
2016-05-27 10:26:34,6966,5882,61,1085,9,sports
2016-05-27 10:29:28,6972,5767,72,1856,20,clothing
2016-05-27 10:29:29,6964,5782,51,1318,28,hardware
2016-05-27 10:30:06,6969,5773,35,279,20,clothing
2016-05-27 10:32:30,6962,6377,13,1555,2,electronics
2016-05-27 10:35:28,6961,5674,54,770,6,movies
2016-05-27 10:36:41,6959,5858,22,157,23,fashion
2016-05-27 11:11:44,7000,5727,18,1205,25,computers
2016-05-27 11:14:42,6994,5663,94,1966,19,clothing
2016-05-27 11:20:30,6995,5736,36,2161,14,fashion
2016-05-27 11:24:26,7001,5773,35,279,6,movies
2016-05-27 11:27:45,6999,5934,27,2384,8,hardware
2016-05-27 11:30:14,6998,5671,59,2355,11,games
2016-05-27 11:34:05,6997,5969,94,741,7,hardware
2016-05-27 11:36:37,6996,5730,82,1214,7,hardware
2016-05-27 11:37:20,7021,5658,72,1370,11,games
2016-05-27 11:37:20,7028,5853,22,844,11,games
2016-05-27 11:37:30,7018,5881,11,390,11,games
2016-05-27 11:38:24,7016,6173,85,864,18,games
2016-05-27 11:38:25,7014,6993,22,1022,28,hardware
2016-05-27 11:38:35,7029,5835,99,1,22,computers
2016-05-27 11:40:51,7022,5694,35,2229,14,fashion
2016-05-27 11:41:40,7020,5663,94,1966,3,electronics
2016-05-27 11:42:44,7025,5920,9,1027,0,sports
2016-05-27 11:49:48,7023,5963,84,244,10,fashion
2016-05-27 11:56:56,7019,5723,85,309,13,computers
2016-05-27 11:59:31,7026,5825,61,1471,22,computers
2016-05-27 12:02:00,7017,6401,18,1064,18,games
2016-05-27 12:02:11,7027,6928,54,1163,15,sports
2016-05-27 12:04:25,7015,5925,99,2032,13,computers
2016-05-27 12:06:27,7024,5696,18,970,29,automotive
2016-05-27 12:09:56,7043,5765,57,1320,28,hardware
2016-05-27 12:33:15,7042,5734,36,127,15,sports
2016-05-27 12:41:29,7060,5730,82,1214,0,sports
2016-05-27 12:44:40,7058,5820,9,1300,27,games
2016-05-27 12:47:35,7062,5749,54,2379,14,fashion
2016-05-27 12:47:55,7057,5747,94,239,0,sports
2016-05-27 12:50:19,7059,5747,94,239,3,electronics
2016-05-27 12:57:15,7063,5950,18,934,1,sports
2016-05-27 12:58:41,7061,5848,94,896,7,hardware
2016-05-27 13:03:40,7064,5841,64,504,13,computers
2016-05-27 13:11:48,7082,5882,61,1085,21,movies
2016-05-27 13:12:54,7088,5940,64,564,24,clothing
2016-05-27 13:12:58,7086,5852,74,1270,19,clothing
2016-05-27 13:13:30,7081,6377,13,1555,29,automotive
2016-05-27 13:14:24,7089,5948,35,400,4,games
2016-05-27 13:17:25,7085,5809,27,611,7,hardware
2016-05-27 13:26:22,7084,5730,82,1214,14,fashion
2016-05-27 13:26:23,7080,5674,54,770,26,movies
2016-05-27 13:32:04,7087,5771,27,820,2,electronics
2016-05-27 13:35:14,7083,5829,78,1769,0,sports
2016-05-27 13:43:55,7107,5935,97,412,18,games
2016-05-27 13:45:26,7108,5700,8,1353,6,movies
2016-05-27 13:52:27,7111,5768,97,1640,25,computers
2016-05-27 13:54:29,7109,5666,63,462,4,games
2016-05-27 13:56:55,7110,5829,78,1769,29,automotive
2016-05-27 14:02:39,7106,5707,59,867,27,games
2016-05-27 14:11:48,7135,5963,84,244,5,computers
2016-05-27 14:16:22,7133,6928,54,1163,20,clothing
2016-05-27 14:17:30,7134,5909,84,2218,22,computers
2016-05-27 14:22:45,7136,5892,53,1538,13,computers
2016-05-27 14:32:57,7137,5935,97,412,10,fashion
2016-05-27 14:38:03,7153,5938,11,1155,20,clothing
2016-05-27 14:49:09,7152,5669,36,445,9,sports
2016-05-27 14:52:02,7151,5912,61,1645,0,sports
2016-05-27 15:07:23,7169,5915,59,801,14,fashion
2016-05-27 15:08:01,7175,5791,53,2139,7,hardware
2016-05-27 15:11:47,7173,6088,32,1815,14,fashion
2016-05-27 15:13:57,7171,5940,64,564,8,hardware
2016-05-27 15:14:49,7170,5834,54,178,11,games
2016-05-27 15:14:55,7168,5661,63,83,12,computers
2016-05-27 15:23:18,7172,5879,64,1157,17,games
2016-05-27 15:30:12,7174,5863,27,471,16,clothing
2016-05-27 15:46:07,7196,5716,18,374,6,movies
2016-05-27 15:50:57,7193,5697,35,2199,19,clothing
2016-05-27 15:52:16,7190,5705,18,1874,18,games
2016-05-27 15:55:48,7191,5921,2,518,14,fashion
2016-05-27 16:01:23,7192,5724,11,1260,13,computers
2016-05-27 16:04:30,7195,5680,64,1588,16,clothing
2016-05-27 16:04:41,7194,6401,18,1064,15,sports
2016-05-27 16:09:10,7228,7079,66,12,29,automotive
2016-05-27 16:09:51,7218,5823,61,511,8,hardware
2016-05-27 16:13:57,7222,5765,57,1320,8,hardware
2016-05-27 16:14:40,7220,5906,74,62,15,sports
2016-05-27 16:23:18,7219,5783,100,2306,0,sports
2016-05-27 16:23:20,7217,5915,59,801,21,movies
2016-05-27 16:23:57,7215,5910,69,1162,7,hardware
2016-05-27 16:25:03,7226,6230,77,1457,1,sports
2016-05-27 16:27:32,7221,5817,18,1958,22,computers
2016-05-27 16:28:35,7214,5721,9,21,13,computers
2016-05-27 16:30:44,7224,5809,27,611,9,sports
2016-05-27 16:30:53,7227,5853,22,844,25,computers
2016-05-27 16:31:06,7225,5844,53,670,1,sports
2016-05-27 16:31:29,7223,5798,77,1304,24,clothing
2016-05-27 16:35:18,7213,7079,66,12,5,computers
2016-05-27 16:36:14,7216,5706,9,1652,14,fashion
2016-05-27 16:39:02,7245,5756,63,212,3,electronics
2016-05-27 16:39:13,7246,5880,35,2146,11,games
2016-05-27 16:57:54,7244,5921,2,518,3,electronics
2016-05-27 17:10:59,7274,6548,57,2285,14,fashion
2016-05-27 17:14:46,7278,5743,53,1059,24,clothing
2016-05-27 17:16:36,7280,5788,44,827,3,electronics
2016-05-27 17:17:05,7272,5910,69,1162,5,computers
2016-05-27 17:18:42,7273,5735,84,1404,1,sports
2016-05-27 17:23:31,7279,7150,99,1804,25,computers
2016-05-27 17:24:35,7277,5930,59,2029,2,electronics
2016-05-27 17:26:30,7271,5680,64,1588,26,movies
2016-05-27 17:27:07,7276,5739,13,1362,21,movies
2016-05-27 17:28:54,7282,5698,9,1143,14,fashion
2016-05-27 17:33:19,7275,5665,18,121,5,computers
2016-05-27 17:34:48,7281,5676,44,1926,19,clothing
2016-05-27 17:37:24,7297,5706,9,1652,14,fashion
2016-05-27 17:42:37,7294,5768,97,1640,10,fashion
2016-05-27 17:42:47,7301,7189,74,367,14,fashion
2016-05-27 17:48:20,7306,6344,77,2248,7,hardware
2016-05-27 17:54:37,7295,5950,18,934,17,games
2016-05-27 17:54:41,7304,5958,8,2383,21,movies
2016-05-27 17:59:54,7298,5835,99,1,15,sports
2016-05-27 18:00:30,7292,7188,51,1393,15,sports
2016-05-27 18:01:15,7305,5912,61,1645,16,clothing
2016-05-27 18:01:17,7293,5770,25,1807,19,clothing
2016-05-27 18:01:22,7300,5746,13,1072,20,clothing
2016-05-27 18:02:38,7302,5746,13,1072,1,sports
2016-05-27 18:03:01,7299,5767,72,1856,24,clothing
2016-05-27 18:03:43,7303,5860,57,2221,12,computers
2016-05-27 18:04:12,7307,5724,11,1260,11,games
2016-05-27 18:04:14,7296,5962,64,2084,12,computers
2016-05-27 18:08:53,7326,5833,2,624,28,hardware
2016-05-27 18:09:48,7325,5723,85,309,8,hardware
2016-05-27 18:11:57,7328,5917,51,2030,6,movies
2016-05-27 18:15:07,7329,5702,20,355,16,clothing
2016-05-27 18:18:18,7332,5963,84,244,23,fashion
2016-05-27 18:20:51,7324,6928,54,1163,16,clothing
2016-05-27 18:22:02,7323,5773,35,279,14,fashion
2016-05-27 18:23:16,7331,5835,99,1,15,sports
2016-05-27 18:24:33,7334,5967,22,1782,25,computers
2016-05-27 18:26:02,7327,5750,44,2283,24,clothing
2016-05-27 18:35:16,7333,5967,22,1782,7,hardware
2016-05-27 18:36:42,7330,5962,64,2084,29,automotive
2016-05-27 18:47:30,7356,5756,63,212,20,clothing
2016-05-27 18:57:51,7353,5785,27,1065,27,games
2016-05-27 19:00:50,7355,5823,61,511,6,movies
2016-05-27 19:01:40,7354,5694,35,2229,22,computers
2016-05-27 19:14:32,7373,5946,64,846,3,electronics
2016-05-27 19:37:15,7383,5954,77,595,12,computers
2016-05-27 19:50:16,7384,5767,72,1856,21,movies
2016-05-27 19:53:04,7382,5921,2,518,20,clothing
2016-05-27 19:57:55,7386,5882,61,1085,2,electronics
2016-05-27 20:03:53,7385,5659,13,1623,3,electronics
2016-05-27 20:06:46,7381,6344,77,2248,26,movies
2016-05-27 20:17:22,7404,5908,27,856,21,movies
2016-05-27 20:24:57,7403,5709,11,2222,18,games
