timestamp,team,userId,assignmentId
2016-05-26 14:10:29,84,1746,5029
2016-05-26 14:10:30,66,1692,5532
2016-05-26 14:10:33,27,856,5020
2016-05-26 14:10:36,59,78,5177
2016-05-26 14:10:40,20,2154,5107
2016-05-26 14:10:40,51,561,5622
2016-05-26 14:10:41,54,165,5646
2016-05-26 14:10:42,39,210,5302
2016-05-26 14:10:44,22,342,5591
2016-05-26 14:10:46,54,2209,5452
2016-05-26 14:10:51,9,1027,5158
2016-05-26 14:11:01,72,2356,5415
2016-05-26 14:11:04,70,1242,5006
2016-05-26 14:11:07,9,1463,5401
2016-05-26 14:11:11,64,2084,5384
2016-05-26 14:11:12,61,2159,5488
2016-05-26 14:11:13,54,1042,5632
2016-05-26 14:11:20,54,1167,5643
2016-05-26 14:11:22,11,390,5317
2016-05-26 14:11:22,84,1829,5036
2016-05-26 14:11:25,36,1351,5250
2016-05-26 14:11:27,86,1028,5141
2016-05-26 14:11:30,78,718,5274
2016-05-26 14:11:31,85,1501,5544
2016-05-26 14:11:32,82,1002,5103
2016-05-26 14:11:37,36,1107,5244
2016-05-26 14:11:38,100,2035,5462
2016-05-26 14:11:42,35,752,5162
2016-05-26 14:11:44,64,169,5382
2016-05-26 14:11:45,35,740,5096
2016-05-26 14:11:51,61,841,5486
2016-05-26 14:11:54,18,128,5237
2016-05-26 14:11:56,64,1713,5116
2016-05-26 14:11:59,57,678,5516
2016-05-26 14:12:01,84,2218,5037
2016-05-26 14:12:06,77,261,5345
2016-05-26 14:12:07,11,1884,5321
2016-05-26 14:12:08,70,1516,5009
2016-05-26 14:12:25,22,1825,5595
2016-05-26 14:12:29,22,1717,5192
2016-05-26 14:12:30,64,708,5117
2016-05-26 14:12:35,71,1233,5617
2016-05-26 14:12:37,25,1762,5606
2016-05-26 14:12:38,100,2180,5470
2016-05-26 14:12:39,97,2026,5079
2016-05-26 14:12:39,18,1034,5230
2016-05-26 14:12:46,77,487,5351
2016-05-26 14:12:46,82,147,5572
2016-05-26 14:12:51,75,908,5437
2016-05-26 14:12:52,78,1821,5279
2016-05-26 14:12:53,11,1260,5042
2016-05-26 14:12:55,36,1731,5253
2016-05-26 14:12:56,53,774,5283
2016-05-26 14:12:57,11,2130,5312
2016-05-26 14:13:00,54,782,5450
2016-05-26 14:13:04,8,684,5560
2016-05-26 14:13:04,54,1866,5638
2016-05-26 14:13:06,35,2323,5160
2016-05-26 14:13:08,9,1143,5152
2016-05-26 14:13:08,86,1752,5136
2016-05-26 14:13:12,85,1742,5542
2016-05-26 14:13:15,84,1035,5033
2016-05-26 14:13:15,53,1518,5288
2016-05-26 14:13:16,32,1373,5577
2016-05-26 14:13:18,9,2315,5145
2016-05-26 14:13:21,53,2147,5261
2016-05-26 14:13:22,35,2146,5565
2016-05-26 14:13:25,8,1568,5547
2016-05-26 14:13:29,86,2337,5137
2016-05-26 14:13:31,36,127,5239
2016-05-26 14:13:31,53,123,5293
2016-05-26 14:13:37,35,699,5087
2016-05-26 14:13:38,57,2332,5518
2016-05-26 14:13:39,82,2053,5568
2016-05-26 14:13:49,8,673,5546
2016-05-26 14:13:49,27,2341,5021
2016-05-26 14:13:56,11,1155,5313
2016-05-26 14:13:58,77,751,5350
2016-05-26 14:14:00,77,805,5359
2016-05-26 14:14:01,9,371,5149
2016-05-26 14:14:01,59,193,5172
2016-05-26 14:14:04,100,1684,5471
2016-05-26 14:14:07,9,519,5400
2016-05-26 14:14:08,61,335,5494
2016-05-26 14:14:11,27,206,5071
2016-05-26 14:14:11,36,1817,5249
2016-05-26 14:14:13,44,1282,5057
2016-05-26 14:14:14,86,2296,5125
2016-05-26 14:14:15,9,1710,5397
2016-05-26 14:14:15,18,1658,5226
2016-05-26 14:14:19,84,1576,5030
2016-05-26 14:14:21,18,217,5219
2016-05-26 14:14:27,64,846,5438
2016-05-26 14:14:31,94,1835,5327
2016-05-26 14:14:39,77,291,5341
2016-05-26 14:14:41,53,1538,5281
2016-05-26 14:14:42,61,1471,5495
2016-05-26 14:14:44,99,2272,5211
2016-05-26 14:14:50,86,1532,5127
2016-05-26 14:14:50,44,515,5059
2016-05-26 14:14:51,11,1848,5309
2016-05-26 14:14:54,71,376,5611
2016-05-26 14:14:55,22,157,5185
2016-05-26 14:14:56,8,1241,5551
2016-05-26 14:14:59,44,1926,5052
2016-05-26 14:15:02,11,351,5323
2016-05-26 14:15:03,27,1834,5076
2016-05-26 14:15:03,97,803,5369
2016-05-26 14:15:05,35,1761,5088
2016-05-26 14:15:06,8,895,5550
2016-05-26 14:15:10,13,1131,5372
2016-05-26 14:15:13,54,472,5633
2016-05-26 14:15:14,78,39,5275
2016-05-26 14:15:18,53,181,5271
2016-05-26 14:15:28,72,1014,5408
2016-05-26 14:15:39,51,2215,5628
2016-05-26 14:15:40,54,1229,5454
2016-05-26 14:15:42,72,1370,5416
2016-05-26 14:15:46,100,2306,5464
2016-05-26 14:15:47,59,562,5175
2016-05-26 14:15:50,35,2199,5564
2016-05-26 14:15:52,94,495,5330
2016-05-26 14:15:53,35,279,5566
2016-05-26 14:15:57,70,982,5002
2016-05-26 14:15:59,75,25,5215
2016-05-26 14:16:00,78,1572,5276
2016-05-26 14:16:01,27,969,5014
2016-05-26 14:16:02,75,772,5218
2016-05-26 14:16:05,61,2259,5497
2016-05-26 14:16:06,18,538,5231
2016-05-26 14:16:06,9,174,5404
2016-05-26 14:16:08,78,2048,5278
2016-05-26 14:16:11,36,812,5242
2016-05-26 14:16:15,69,1664,5184
2016-05-26 14:16:18,36,321,5238
2016-05-26 14:16:19,90,170,5423
2016-05-26 14:16:25,9,45,5144
2016-05-26 14:16:40,94,880,5340
2016-05-26 14:16:46,22,1589,5589
2016-05-26 14:16:46,61,1551,5493
2016-05-26 14:16:50,18,1958,5363
2016-05-26 14:16:51,13,860,5377
2016-05-26 14:16:51,71,1613,5609
2016-05-26 14:16:53,90,1030,5426
2016-05-26 14:16:58,18,336,5364
2016-05-26 14:16:58,53,1469,5265
2016-05-26 14:17:00,71,1636,5612
2016-05-26 14:17:02,72,2256,5413
2016-05-26 14:17:04,70,1390,5012
2016-05-26 14:17:06,86,1057,5128
2016-05-26 14:17:08,70,1448,5000
2016-05-26 14:17:10,64,68,5386
2016-05-26 14:17:16,22,2149,5586
2016-05-26 14:17:19,64,1250,5385
2016-05-26 14:17:20,36,108,5240
2016-05-26 14:17:24,70,525,5008
2016-05-26 14:17:24,93,1287,5480
2016-05-26 14:17:29,22,1782,5590
2016-05-26 14:17:29,97,2120,5370
2016-05-26 14:17:33,57,1320,5519
2016-05-26 14:17:39,75,1706,5217
2016-05-26 14:17:39,100,850,5459
2016-05-26 14:17:45,44,1099,5048
2016-05-26 14:17:45,11,99,5041
2016-05-26 14:17:48,9,21,5146
2016-05-26 14:17:52,51,1366,5619
2016-05-26 14:17:55,35,2243,5095
2016-05-26 14:17:56,93,941,5479
2016-05-26 14:17:58,70,859,5010
2016-05-26 14:17:59,99,1058,5208
2016-05-26 14:18:01,85,864,5539
2016-05-26 14:18:10,94,1372,5335
2016-05-26 14:18:10,53,1173,5258
2016-05-26 14:18:14,18,1205,5234
2016-05-26 14:18:15,13,1072,5371
2016-05-26 14:18:17,53,916,5264
2016-05-26 14:18:18,100,5,5467
2016-05-26 14:18:23,99,97,5210
2016-05-26 14:18:31,77,975,5349
2016-05-26 14:18:31,64,1997,5445
2016-05-26 14:18:33,8,188,5558
2016-05-26 14:18:36,82,176,5039
2016-05-26 14:18:37,8,2383,5559
2016-05-26 14:18:38,11,33,5324
2016-05-26 14:18:44,53,116,5263
2016-05-26 14:18:45,94,979,5477
2016-05-26 14:18:47,18,1504,5236
2016-05-26 14:18:51,8,2314,5555
2016-05-26 14:18:57,36,370,5247
2016-05-26 14:18:59,51,1318,5623
2016-05-26 14:19:00,27,1434,5062
2016-05-26 14:19:00,74,646,5508
2016-05-26 14:19:01,54,243,5640
2016-05-26 14:19:07,39,115,5304
2016-05-26 14:19:07,9,900,5398
2016-05-26 14:19:11,94,352,5476
2016-05-26 14:19:11,13,1165,5376
2016-05-26 14:19:12,27,221,5022
2016-05-26 14:19:17,84,1904,5038
2016-05-26 14:19:17,77,595,5346
2016-05-26 14:19:19,22,136,5582
2016-05-26 14:19:26,25,1038,5604
2016-05-26 14:19:31,25,1807,5603
2016-05-26 14:19:41,44,827,5047
2016-05-26 14:19:41,53,2004,5256
2016-05-26 14:19:43,63,1669,5024
2016-05-26 14:19:44,63,1844,5026
2016-05-26 14:19:50,97,1756,5367
2016-05-26 14:19:57,8,893,5549
2016-05-26 14:19:58,22,76,5186
2016-05-26 14:20:00,59,543,5163
2016-05-26 14:20:03,11,502,5320
2016-05-26 14:20:05,99,252,5203
2016-05-26 14:20:08,84,244,5031
2016-05-26 14:20:09,84,2382,5034
2016-05-26 14:20:12,74,2083,5505
2016-05-26 14:20:12,63,212,5023
2016-05-26 14:20:20,27,1450,5064
2016-05-26 14:20:21,51,1909,5626
2016-05-26 14:20:25,57,1105,5517
2016-05-26 14:20:28,82,2157,5569
2016-05-26 14:20:29,22,1494,5587
2016-05-26 14:20:30,94,1364,5326
2016-05-26 14:20:33,97,437,5085
2016-05-26 14:20:42,63,585,5027
2016-05-26 14:20:45,86,1428,5139
2016-05-26 14:20:47,77,2168,5358
2016-05-26 14:20:48,85,1387,5543
2016-05-26 14:20:50,25,1253,5602
2016-05-26 14:20:52,35,1224,5097
2016-05-26 14:20:52,9,1654,5406
2016-05-26 14:20:53,44,86,5046
2016-05-26 14:20:54,51,429,5618
2016-05-26 14:20:57,63,462,5028
2016-05-26 14:21:05,90,1972,5424
2016-05-26 14:21:10,9,1269,5402
2016-05-26 14:21:11,82,938,5040
2016-05-26 14:21:11,100,947,5457
2016-05-26 14:21:17,22,2079,5200
2016-05-26 14:21:17,11,1629,5325
2016-05-26 14:21:18,94,239,5338
2016-05-26 14:21:18,75,1525,5430
2016-05-26 14:21:21,35,152,5091
2016-05-26 14:21:23,13,1586,5378
2016-05-26 14:21:25,22,1558,5583
2016-05-26 14:21:27,59,2133,5171
2016-05-26 14:21:28,77,343,5352
2016-05-26 14:21:32,59,931,5178
2016-05-26 14:21:32,32,2336,5576
2016-05-26 14:21:33,59,1222,5167
2016-05-26 14:21:41,27,1329,5019
2016-05-26 14:21:43,94,19,5339
2016-05-26 14:21:53,69,639,5182
2016-05-26 14:21:55,27,175,5067
2016-05-26 14:21:57,18,849,5222
2016-05-26 14:22:00,13,2005,5379
2016-05-26 14:22:05,27,1396,5077
2016-05-26 14:22:07,64,36,5121
2016-05-26 14:22:07,54,1388,5642
2016-05-26 14:22:09,72,1307,5412
2016-05-26 14:22:11,18,1275,5227
2016-05-26 14:22:12,51,1556,5624
2016-05-26 14:22:12,20,1560,5111
2016-05-26 14:22:15,11,303,5318
2016-05-26 14:22:16,9,1277,5403
2016-05-26 14:22:17,100,346,5465
2016-05-26 14:22:18,35,807,5098
2016-05-26 14:22:19,64,1157,5120
2016-05-26 14:22:20,71,1012,5608
2016-05-26 14:22:20,82,1628,5573
2016-05-26 14:22:26,36,1251,5251
2016-05-26 14:22:27,59,2029,5173
2016-05-26 14:22:36,36,445,5252
2016-05-26 14:22:37,82,2251,5570
2016-05-26 14:22:39,27,443,5066
2016-05-26 14:22:40,53,1221,5270
2016-05-26 14:22:40,18,1064,5232
2016-05-26 14:22:42,77,1304,5354
2016-05-26 14:22:49,75,2187,5433
2016-05-26 14:22:49,53,1433,5269
2016-05-26 14:22:50,100,2238,5456
2016-05-26 14:22:52,2,2103,5527
2016-05-26 14:23:00,64,101,5440
2016-05-26 14:23:02,51,757,5620
2016-05-26 14:23:03,22,1608,5199
2016-05-26 14:23:04,27,2384,5073
2016-05-26 14:23:15,64,1029,5444
2016-05-26 14:23:19,36,2178,5254
2016-05-26 14:23:21,22,13,5579
2016-05-26 14:23:22,35,400,5092
2016-05-26 14:23:25,9,172,5159
2016-05-26 14:23:26,63,83,5025
2016-05-26 14:23:27,100,2252,5461
2016-05-26 14:23:29,64,1689,5123
2016-05-26 14:23:31,9,1300,5396
2016-05-26 14:23:35,64,2125,5390
2016-05-26 14:23:37,51,2297,5631
2016-05-26 14:23:39,8,604,5561
2016-05-26 14:23:41,25,791,5598
2016-05-26 14:23:44,64,564,5443
2016-05-26 14:23:45,94,741,5474
2016-05-26 14:23:47,97,431,5078
2016-05-26 14:23:48,70,1610,5007
2016-05-26 14:23:53,97,819,5083
2016-05-26 14:23:54,75,1289,5214
2016-05-26 14:24:00,75,223,5436
2016-05-26 14:24:03,11,1924,5314
2016-05-26 14:24:05,86,845,5132
2016-05-26 14:24:07,53,1740,5259
2016-05-26 14:24:09,44,1890,5049
2016-05-26 14:24:13,22,60,5193
2016-05-26 14:24:15,27,1071,5016
2016-05-26 14:24:16,99,184,5207
2016-05-26 14:24:17,22,1795,5195
2016-05-26 14:24:19,39,2040,5305
2016-05-26 14:24:22,74,2378,5506
2016-05-26 14:24:23,8,1545,5548
2016-05-26 14:24:25,27,786,5063
2016-05-26 14:24:26,71,842,5616
2016-05-26 14:24:29,27,1066,5074
2016-05-26 14:24:33,18,283,5233
2016-05-26 14:24:33,9,467,5155
2016-05-26 14:24:35,61,511,5484
2016-05-26 14:24:38,39,1989,5299
2016-05-26 14:24:40,2,570,5530
2016-05-26 14:24:41,86,1201,5140
2016-05-26 14:24:44,94,1206,5337
2016-05-26 14:24:51,9,1758,5151
2016-05-26 14:24:51,100,1630,5468
2016-05-26 14:24:51,25,568,5600
2016-05-26 14:24:55,18,1979,5224
2016-05-26 14:24:56,20,1889,5115
2016-05-26 14:25:03,86,988,5133
2016-05-26 14:25:06,61,600,5490
2016-05-26 14:25:07,86,1368,5142
2016-05-26 14:25:08,85,309,5538
2016-05-26 14:25:09,61,961,5485
2016-05-26 14:25:14,59,362,5174
2016-05-26 14:25:15,93,1142,5478
2016-05-26 14:25:16,22,2348,5588
2016-05-26 14:25:16,84,1404,5035
2016-05-26 14:25:22,77,1191,5342
2016-05-26 14:25:27,54,770,5449
2016-05-26 14:25:38,13,1623,5373
2016-05-26 14:25:41,97,649,5082
2016-05-26 14:25:41,53,766,5266
2016-05-26 14:25:42,44,935,5060
2016-05-26 14:25:44,22,1453,5187
2016-05-26 14:25:47,11,222,5319
2016-05-26 14:25:48,82,2051,5567
2016-05-26 14:25:49,25,1515,5601
2016-05-26 14:25:54,94,79,5336
2016-05-26 14:25:56,64,348,5118
2016-05-26 14:25:56,82,344,5571
2016-05-26 14:25:58,94,1966,5331
2016-05-26 14:26:01,53,1326,5291
2016-05-26 14:26:02,9,2250,5143
2016-05-26 14:26:16,61,1645,5491
2016-05-26 14:26:18,18,1060,5361
2016-05-26 14:26:25,86,2206,5134
2016-05-26 14:26:25,25,732,5605
2016-05-26 14:26:25,72,422,5414
2016-05-26 14:26:27,53,2131,5255
2016-05-26 14:26:27,44,657,5051
2016-05-26 14:26:37,90,2333,5421
2016-05-26 14:26:38,8,753,5554
2016-05-26 14:26:39,71,1460,5614
2016-05-26 14:26:42,64,28,5124
2016-05-26 14:26:42,22,2185,5189
2016-05-26 14:26:45,59,2104,5166
2016-05-26 14:26:45,74,872,5509
2016-05-26 14:26:46,51,1641,5627
2016-05-26 14:26:49,27,471,5065
2016-05-26 14:26:51,74,1270,5503
2016-05-26 14:26:53,27,382,5070
2016-05-26 14:27:02,53,670,5290
2016-05-26 14:27:09,85,395,5537
2016-05-26 14:27:12,44,457,5055
2016-05-26 14:27:12,2,514,5528
2016-05-26 14:27:15,8,1859,5563
2016-05-26 14:27:16,2,624,5529
2016-05-26 14:27:20,20,453,5112
2016-05-26 14:27:22,8,1175,5553
2016-05-26 14:27:27,9,1678,5395
2016-05-26 14:27:30,28,1465,5511
2016-05-26 14:27:32,36,1650,5248
2016-05-26 14:27:32,54,1475,5448
2016-05-26 14:27:33,100,1793,5455
2016-05-26 14:27:54,44,2283,5044
2016-05-26 14:27:57,90,1541,5420
2016-05-26 14:28:03,85,2359,5536
2016-05-26 14:28:03,36,2161,5246
2016-05-26 14:28:10,90,2201,5419
2016-05-26 14:28:23,51,810,5629
2016-05-26 14:28:25,82,1214,5104
2016-05-26 14:28:29,8,311,5557
2016-05-26 14:28:30,71,292,5610
2016-05-26 14:28:31,86,456,5129
2016-05-26 14:28:36,9,1862,5156
2016-05-26 14:28:43,72,1264,5409
2016-05-26 14:28:43,64,1588,5122
2016-05-26 14:28:45,90,1447,5427
2016-05-26 14:28:49,53,612,5284
2016-05-26 14:28:52,9,411,5394
2016-05-26 14:28:52,27,2038,5072
2016-05-26 14:28:53,82,789,5106
2016-05-26 14:28:56,94,2165,5329
2016-05-26 14:28:57,64,1544,5441
2016-05-26 14:28:58,2,523,5526
2016-05-26 14:28:59,54,1290,5644
2016-05-26 14:29:05,39,591,5303
2016-05-26 14:29:10,11,937,5316
2016-05-26 14:29:11,22,91,5201
2016-05-26 14:29:11,2,569,5524
2016-05-26 14:29:14,8,1832,5556
2016-05-26 14:29:21,25,2093,5599
2016-05-26 14:29:25,18,1874,5360
2016-05-26 14:29:31,9,2294,5399
2016-05-26 14:29:31,18,970,5225
2016-05-26 14:29:32,53,2231,5268
2016-05-26 14:29:37,94,2101,5472
2016-05-26 14:29:37,53,2302,5287
2016-05-26 14:29:39,44,235,5050
2016-05-26 14:29:40,74,1688,5507
2016-05-26 14:29:41,9,401,5407
2016-05-26 14:29:43,53,1863,5260
2016-05-26 14:29:49,53,769,5294
2016-05-26 14:29:55,64,888,5391
2016-05-26 14:29:55,77,368,5353
2016-05-26 14:29:57,66,2113,5531
2016-05-26 14:30:00,51,1485,5625
2016-05-26 14:30:02,72,1856,5410
2016-05-26 14:30:11,18,934,5229
2016-05-26 14:30:11,2,2351,5522
2016-05-26 14:30:12,100,1498,5458
2016-05-26 14:30:14,9,85,5147
2016-05-26 14:30:17,77,2098,5348
2016-05-26 14:30:19,82,711,5574
2016-05-26 14:30:21,44,2262,5053
2016-05-26 14:30:23,99,1,5213
2016-05-26 14:30:27,74,62,5501
2016-05-26 14:30:39,8,808,5545
2016-05-26 14:30:40,11,2222,5043
2016-05-26 14:30:45,9,2279,5148
2016-05-26 14:30:48,64,1858,5446
2016-05-26 14:30:54,22,1802,5581
2016-05-26 14:30:54,64,1367,5387
2016-05-26 14:30:58,64,1204,5389
2016-05-26 14:31:03,54,1436,5447
2016-05-26 14:31:06,8,2374,5552
2016-05-26 14:31:10,57,306,5513
2016-05-26 14:31:18,27,61,5075
2016-05-26 14:31:19,51,2030,5630
2016-05-26 14:31:22,9,1371,5154
2016-05-26 14:31:28,94,1923,5333
2016-05-26 14:31:29,22,737,5596
2016-05-26 14:31:32,53,927,5272
2016-05-26 14:31:35,74,478,5504
2016-05-26 14:31:39,53,2011,5292
2016-05-26 14:31:40,20,1801,5113
2016-05-26 14:31:42,78,1769,5280
2016-05-26 14:31:43,51,1278,5621
2016-05-26 14:31:43,100,2388,5466
2016-05-26 14:31:47,75,1429,5216
2016-05-26 14:31:48,27,611,5068
2016-05-26 14:31:51,18,190,5228
2016-05-26 14:31:55,71,913,5613
2016-05-26 14:32:02,22,844,5194
2016-05-26 14:32:04,20,1145,5109
2016-05-26 14:32:05,75,1790,5434
2016-05-26 14:32:07,53,2360,5286
2016-05-26 14:32:08,44,434,5045
2016-05-26 14:32:08,8,1353,5562
2016-05-26 14:32:09,59,1166,5179
2016-05-26 14:32:11,77,1849,5357
2016-05-26 14:32:11,54,574,5637
2016-05-26 14:32:16,44,1178,5054
2016-05-26 14:32:18,77,1310,5343
2016-05-26 14:32:22,53,539,5297
2016-05-26 14:32:25,72,93,5417
2016-05-26 14:32:30,75,787,5429
2016-05-26 14:32:30,22,534,5191
2016-05-26 14:32:31,32,2155,5578
2016-05-26 14:32:35,99,2032,5209
2016-05-26 14:32:39,22,1349,5585
2016-05-26 14:32:42,25,1820,5607
2016-05-26 14:32:48,22,204,5597
2016-05-26 14:32:49,22,852,5584
2016-05-26 14:32:49,54,1234,5641
2016-05-26 14:32:56,75,1672,5435
2016-05-26 14:33:02,86,2203,5130
2016-05-26 14:33:05,35,2127,5089
2016-05-26 14:33:09,97,209,5080
2016-05-26 14:33:15,9,2214,5153
2016-05-26 14:33:16,69,2148,5181
2016-05-26 14:33:17,18,2277,5220
2016-05-26 14:33:19,97,1640,5365
2016-05-26 14:33:20,61,1227,5498
2016-05-26 14:33:23,53,1059,5262
2016-05-26 14:33:26,59,867,5168
2016-05-26 14:33:30,70,764,5003
2016-05-26 14:33:32,74,151,5499
2016-05-26 14:33:36,11,1655,5322
2016-05-26 14:33:40,64,461,5383
2016-05-26 14:33:41,35,1018,5093
2016-05-26 14:33:46,61,1085,5487
2016-05-26 14:33:54,53,1850,5267
2016-05-26 14:33:54,54,1618,5647
2016-05-26 14:33:58,54,1291,5634
2016-05-26 14:34:01,94,2230,5475
2016-05-26 14:34:02,75,253,5432
2016-05-26 14:34:05,53,2139,5285
2016-05-26 14:34:07,20,1215,5110
2016-05-26 14:34:12,53,881,5257
2016-05-26 14:34:15,90,1039,5422
2016-05-26 14:34:21,77,710,5355
2016-05-26 14:34:21,61,1885,5483
2016-05-26 14:34:23,54,1163,5451
2016-05-26 14:34:27,94,1535,5473
2016-05-26 14:34:30,22,2085,5197
2016-05-26 14:34:36,36,962,5245
2016-05-26 14:34:36,27,1747,5017
2016-05-26 14:34:40,54,2379,5636
2016-05-26 14:34:45,13,1513,5380
2016-05-26 14:34:51,22,155,5196
2016-05-26 14:34:51,59,1246,5169
2016-05-26 14:34:52,27,1065,5015
2016-05-26 14:34:54,82,1021,5575
2016-05-26 14:34:58,59,1444,5176
2016-05-26 14:35:01,2,694,5523
2016-05-26 14:35:01,22,415,5593
2016-05-26 14:35:01,93,2023,5481
2016-05-26 14:35:06,59,1381,5165
2016-05-26 14:35:08,57,2389,5515
2016-05-26 14:35:13,64,1631,5388
2016-05-26 14:35:13,57,2221,5514
2016-05-26 14:35:17,9,1652,5150
2016-05-26 14:35:25,22,208,5198
2016-05-26 14:35:30,99,2212,5212
2016-05-26 14:35:35,74,1564,5500
2016-05-26 14:35:37,2,1395,5521
2016-05-26 14:35:39,74,2000,5510
2016-05-26 14:35:44,18,374,5221
2016-05-26 14:35:48,13,483,5381
2016-05-26 14:35:51,20,355,5114
2016-05-26 14:35:52,70,142,5005
2016-05-26 14:35:53,97,630,5086
2016-05-26 14:35:55,18,2121,5223
2016-05-26 14:35:57,66,2028,5533
2016-05-26 14:35:58,13,1634,5374
2016-05-26 14:36:00,22,90,5580
2016-05-26 14:36:02,53,1031,5289
2016-05-26 14:36:07,22,1412,5594
2016-05-26 14:36:09,9,1293,5405
2016-05-26 14:36:20,94,896,5332
2016-05-26 14:36:24,99,2263,5205
2016-05-26 14:36:27,13,1362,5375
2016-05-26 14:36:33,22,1546,5188
2016-05-26 14:36:34,86,29,5135
2016-05-26 14:36:35,85,1900,5541
2016-05-26 14:36:39,70,1593,5004
2016-05-26 14:36:42,93,2177,5482
2016-05-26 14:36:45,100,2092,5469
2016-05-26 14:36:47,86,1877,5138
2016-05-26 15:36:54,22,2,5982
2016-05-26 15:36:54,82,113,5983
2016-05-26 15:36:54,70,249,5984
2016-05-26 15:36:54,20,599,5985
2016-05-26 15:36:54,63,608,5986
2016-05-26 15:36:54,100,863,5987
2016-05-26 15:36:54,97,983,5988
2016-05-26 15:36:54,77,1062,5989
2016-05-26 15:36:54,84,1228,5990
2016-05-26 15:36:54,95,1411,5991
2016-05-26 15:36:54,44,1620,5992
2016-05-26 15:36:54,8,1703,5993
2016-05-26 15:36:54,72,1851,5994
2016-05-26 15:36:54,77,1960,5995
2016-05-26 15:36:54,100,2195,5996
2016-05-26 15:36:54,97,2247,5997
2016-05-26 16:06:54,82,51,6007
2016-05-26 16:06:54,94,63,6008
2016-05-26 16:06:54,90,259,6009
2016-05-26 16:06:54,25,418,6010
2016-05-26 16:06:54,13,463,6011
2016-05-26 16:06:54,90,468,6012
2016-05-26 16:06:54,61,531,6013
2016-05-26 16:06:54,72,997,6014
2016-05-26 16:06:54,64,1133,6015
2016-05-26 16:06:54,99,1394,6016
2016-05-26 16:06:54,18,1424,6017
2016-05-26 16:06:54,77,1457,6018
2016-05-26 16:06:54,75,1657,6019
2016-05-26 16:06:54,97,1867,6020
