userId,userSessionId,teamLevel,platformType,count_gameclicks,count_hits,count_buyId,avg_price
1669,5753,1,iphone,106,10,NULL,NULL
155,5754,1,android,36,4,NULL,NULL
1349,5755,1,iphone,37,6,NULL,NULL
212,5756,1,android,107,12,NULL,NULL
899,5757,1,windows,347,34,NULL,NULL
1793,5758,1,android,75,7,NULL,NULL
76,5759,1,windows,38,5,NULL,NULL
1742,5760,1,android,50,6,NULL,NULL
2336,5761,1,windows,280,29,NULL,NULL
706,5762,1,iphone,63,5,NULL,NULL
1731,5763,1,iphone,70,3,NULL,NULL
2359,5764,1,iphone,77,11,NULL,NULL
1320,5765,1,iphone,191,23,NULL,NULL
845,5766,1,android,61,7,NULL,NULL
1856,5767,1,linux,70,12,NULL,NULL
1640,5768,1,iphone,69,7,NULL,NULL
142,5769,1,iphone,73,9,NULL,NULL
1807,5770,1,iphone,177,25,2,7.50
820,5771,1,android,40,4,NULL,NULL
807,5772,1,linux,51,5,NULL,NULL
279,5773,1,windows,59,4,NULL,NULL
1513,5774,1,mac,125,11,NULL,NULL
868,5775,1,iphone,54,5,1,10.00
1326,5776,1,iphone,43,5,NULL,NULL
1567,5777,1,android,27,4,2,4.00
1206,5778,1,android,54,4,NULL,NULL
221,5779,1,iphone,37,2,1,20.00
2360,5780,1,android,36,5,NULL,NULL
2149,5781,1,android,36,2,NULL,NULL
1318,5782,1,iphone,84,9,NULL,NULL
2306,5783,1,android,67,5,1,1.00
1465,5784,1,android,184,23,NULL,NULL
1065,5785,1,iphone,37,5,2,11.50
2231,5786,1,iphone,40,5,NULL,NULL
181,5787,1,android,37,5,NULL,NULL
827,5788,1,iphone,75,5,1,20.00
1525,5789,1,iphone,60,5,NULL,NULL
1844,5790,1,android,96,9,NULL,NULL
2139,5791,1,android,29,2,NULL,NULL
2382,5792,1,android,91,12,NULL,NULL
2194,5793,1,iphone,181,24,NULL,NULL
657,5794,1,android,65,7,NULL,NULL
835,5795,1,android,82,5,NULL,NULL
1057,5796,1,linux,72,12,NULL,NULL
415,5797,1,iphone,32,2,NULL,NULL
1304,5798,1,mac,71,9,2,11.50
699,5799,1,mac,63,2,NULL,NULL
757,5800,1,android,79,8,NULL,NULL
222,5801,1,iphone,53,6,NULL,NULL
2252,5802,1,iphone,75,7,NULL,NULL
204,5803,1,windows,33,2,NULL,NULL
1501,5804,1,android,63,4,NULL,NULL
2051,5805,1,iphone,60,8,NULL,NULL
1264,5806,1,linux,81,12,1,5.00
1026,5807,1,iphone,52,10,1,20.00
209,5808,1,mac,56,6,NULL,NULL
611,5809,1,iphone,42,1,NULL,NULL
1834,5810,1,android,35,4,NULL,NULL
649,5811,1,linux,51,9,1,1.00
1997,5812,1,android,37,5,NULL,NULL
210,5813,1,android,138,10,NULL,NULL
2028,5814,1,iphone,157,17,NULL,NULL
872,5815,1,iphone,135,17,NULL,NULL
1740,5816,1,windows,24,3,NULL,NULL
1958,5817,1,android,40,3,1,20.00
2314,5818,1,windows,113,11,NULL,NULL
1430,5819,1,iphone,80,13,NULL,NULL
1300,5820,1,android,58,1,2,3.00
352,5821,1,iphone,61,6,NULL,NULL
283,5822,1,windows,32,7,NULL,NULL
511,5823,1,iphone,87,10,NULL,NULL
2263,5824,1,iphone,78,11,NULL,NULL
1471,5825,1,iphone,95,7,NULL,NULL
2177,5826,1,iphone,227,30,NULL,NULL
60,5827,1,iphone,38,3,NULL,NULL
1029,5828,1,iphone,38,4,NULL,NULL
1769,5829,1,iphone,177,19,NULL,NULL
1790,5830,1,android,82,10,NULL,NULL
1664,5831,1,windows,232,23,NULL,NULL
2092,5832,1,iphone,66,8,NULL,NULL
624,5833,1,iphone,105,10,NULL,NULL
178,5834,1,iphone,54,6,1,20.00
1,5835,1,android,73,7,NULL,NULL
1892,5836,1,linux,33,3,NULL,NULL
456,5837,1,android,66,12,NULL,NULL
538,5838,1,android,36,5,NULL,NULL
1224,5839,1,iphone,59,5,NULL,NULL
1275,5840,1,iphone,43,4,NULL,NULL
504,5841,1,iphone,33,2,NULL,NULL
1473,5842,1,iphone,76,10,NULL,NULL
2178,5843,1,iphone,72,10,NULL,NULL
670,5844,1,iphone,38,3,2,20.00
101,5845,1,mac,21,2,NULL,NULL
2296,5846,1,mac,63,6,NULL,NULL
1516,5847,1,windows,112,10,NULL,NULL
896,5848,1,windows,52,8,NULL,NULL
1429,5849,1,iphone,67,5,NULL,NULL
1367,5850,1,windows,38,7,NULL,NULL
303,5851,1,android,46,5,NULL,NULL
1270,5852,1,iphone,100,3,NULL,NULL
844,5853,1,iphone,33,1,NULL,NULL
2197,5854,1,iphone,81,12,NULL,NULL
208,5855,1,iphone,32,3,1,20.00
1199,5856,1,iphone,79,5,NULL,NULL
710,5857,1,android,72,7,NULL,NULL
157,5858,1,iphone,32,2,1,10.00
2262,5859,1,android,50,2,NULL,NULL
2221,5860,1,iphone,191,18,2,11.50
900,5861,1,linux,45,7,NULL,NULL
2214,5862,1,windows,48,4,NULL,NULL
471,5863,1,iphone,45,6,2,15.00
534,5864,1,android,32,4,NULL,NULL
175,5865,1,windows,42,7,NULL,NULL
1234,5866,1,android,46,3,1,10.00
1329,5867,1,android,42,4,NULL,NULL
2279,5868,1,iphone,54,2,NULL,NULL
90,5869,1,android,26,1,NULL,NULL
371,5870,1,android,53,9,1,3.00
1142,5871,1,iphone,210,23,NULL,NULL
1848,5872,1,android,53,7,NULL,NULL
539,5873,1,windows,32,4,NULL,NULL
962,5874,1,iphone,62,6,NULL,NULL
81,5875,1,android,83,9,NULL,NULL
2354,5876,1,iphone,64,8,NULL,NULL
514,5877,1,windows,128,13,NULL,NULL
787,5878,1,android,66,4,NULL,NULL
1157,5879,1,android,36,1,NULL,NULL
2146,5880,1,linux,46,7,1,2.00
390,5881,1,linux,53,5,NULL,NULL
1085,5882,1,windows,96,11,NULL,NULL
810,5883,1,android,90,8,NULL,NULL
1278,5884,1,windows,97,13,NULL,NULL
93,5885,1,iphone,61,7,NULL,NULL
68,5886,1,android,27,1,NULL,NULL
935,5887,1,iphone,57,2,1,10.00
859,5888,1,android,93,13,NULL,NULL
165,5889,1,iphone,49,3,1,5.00
1433,5890,1,android,22,2,NULL,NULL
1381,5891,1,android,91,7,NULL,NULL
1538,5892,1,iphone,24,3,1,20.00
1544,5893,1,iphone,36,6,2,20.00
737,5894,1,windows,41,3,NULL,NULL
1076,5895,1,iphone,35,5,NULL,NULL
1628,5896,1,android,67,9,NULL,NULL
576,5897,1,android,54,3,NULL,NULL
1099,5898,1,iphone,81,10,NULL,NULL
2348,5899,1,android,27,5,NULL,NULL
1243,5900,1,windows,66,7,NULL,NULL
1028,5901,1,linux,65,5,NULL,NULL
2103,5902,1,iphone,116,13,NULL,NULL
630,5903,1,iphone,50,6,NULL,NULL
437,5904,1,iphone,56,7,NULL,NULL
1215,5905,1,android,107,11,NULL,NULL
62,5906,1,android,117,8,NULL,NULL
1720,5907,1,iphone,20,3,NULL,NULL
856,5908,1,iphone,47,9,NULL,NULL
2218,5909,1,android,80,6,1,3.00
1162,5910,1,windows,192,16,1,2.00
382,5911,1,iphone,34,6,NULL,NULL
1645,5912,1,mac,94,4,NULL,NULL
1436,5913,1,android,49,6,NULL,NULL
1821,5914,1,windows,178,22,1,1.00
801,5915,1,iphone,82,7,NULL,NULL
1038,5916,1,android,214,21,NULL,NULL
2030,5917,1,windows,75,9,NULL,NULL
184,5918,1,iphone,69,7,NULL,NULL
2133,5919,1,android,87,14,1,3.00
1027,5920,1,iphone,52,5,3,15.00
518,5921,1,linux,121,16,1,1.00
306,5922,1,windows,165,5,NULL,NULL
2212,5923,1,android,70,7,NULL,NULL
569,5924,1,iphone,120,11,NULL,NULL
2032,5925,1,windows,68,5,NULL,NULL
478,5926,1,iphone,85,14,NULL,NULL
1684,5927,1,iphone,69,7,NULL,NULL
791,5928,1,iphone,215,18,NULL,NULL
174,5929,1,android,42,5,NULL,NULL
2029,5930,1,iphone,89,7,1,10.00
1610,5931,1,iphone,100,10,NULL,NULL
223,5932,1,android,70,8,NULL,NULL
1104,5933,1,iphone,34,2,NULL,NULL
2384,5934,1,windows,41,5,1,1.00
412,5935,1,iphone,54,5,NULL,NULL
1688,5936,1,iphone,92,8,NULL,NULL
2157,5937,1,android,81,7,NULL,NULL
1155,5938,1,iphone,71,16,1,20.00
1071,5939,1,iphone,34,6,NULL,NULL
564,5940,1,linux,34,3,1,1.00
97,5941,1,android,74,10,1,1.00
1229,5942,1,android,68,7,NULL,NULL
243,5943,1,linux,52,6,NULL,NULL
2048,5944,1,iphone,178,23,NULL,NULL
253,5945,1,android,66,12,1,3.00
846,5946,1,iphone,28,5,NULL,NULL
108,5947,1,iphone,64,6,NULL,NULL
400,5948,1,iphone,56,4,NULL,NULL
1630,5949,1,iphone,71,10,NULL,NULL
934,5950,1,windows,43,4,1,10.00
931,5951,1,windows,87,12,NULL,NULL
841,5952,1,iphone,92,6,NULL,NULL
1665,5953,1,linux,104,8,NULL,NULL
595,5954,1,iphone,65,7,NULL,NULL
2009,5955,1,iphone,27,4,1,5.00
1717,5956,1,iphone,44,3,NULL,NULL
1453,5957,1,iphone,31,0,NULL,NULL
2383,5958,1,android,128,13,NULL,NULL
639,5959,1,mac,202,25,NULL,NULL
1256,5960,1,iphone,55,7,NULL,NULL
1890,5961,1,android,53,10,NULL,NULL
2084,5962,1,iphone,41,6,NULL,NULL
244,5963,1,android,90,10,NULL,NULL
2040,5964,1,android,144,14,NULL,NULL
123,5965,1,android,46,6,NULL,NULL
160,5966,1,iphone,93,9,NULL,NULL
1782,5967,1,android,36,2,NULL,NULL
2127,5968,1,linux,47,9,NULL,NULL
741,5969,1,android,77,13,NULL,NULL
947,5970,1,windows,69,11,NULL,NULL
880,5971,1,android,70,7,NULL,NULL
1815,6088,1,iphone,272,24,1,3.00
864,6173,1,android,79,9,1,3.00
1498,6174,1,linux,60,4,NULL,NULL
1307,6229,1,windows,52,9,NULL,NULL
1457,6230,1,windows,54,4,1,1.00
754,6231,1,android,646,54,1,3.00
2248,6344,1,linux,59,7,NULL,NULL
1555,6377,1,iphone,96,16,NULL,NULL
1064,6401,1,windows,35,1,NULL,NULL
662,6402,1,iphone,135,15,NULL,NULL
1576,6493,1,android,41,3,NULL,NULL
2285,6548,1,iphone,122,12,NULL,NULL
1510,6561,1,iphone,63,5,NULL,NULL
242,6585,1,iphone,23,2,NULL,NULL
1227,6586,1,android,64,6,NULL,NULL
1183,6663,1,linux,143,11,NULL,NULL
2132,6836,1,iphone,35,3,NULL,NULL
1282,6837,1,android,95,11,NULL,NULL
1163,6928,1,android,24,2,NULL,NULL
2389,6929,1,android,66,6,NULL,NULL
1022,6993,1,windows,8,1,2,3.00
12,7079,1,iphone,36,2,1,20.00
436,7104,1,android,597,52,NULL,NULL
1418,7105,1,linux,693,64,NULL,NULL
2307,7132,1,iphone,701,64,NULL,NULL
1804,7150,1,iphone,22,1,1,10.00
1393,7188,1,linux,15,3,NULL,NULL
367,7189,1,windows,22,2,NULL,NULL
2353,7270,1,iphone,8,1,NULL,NULL
1615,7352,1,android,137,10,NULL,NULL
769,7371,1,android,2,0,NULL,NULL
1613,7372,1,iphone,10,3,NULL,NULL
1139,7401,1,android,18,2,NULL,NULL
1697,7503,1,iphone,2,0,NULL,NULL
624,7512,2,iphone,132,16,1,20.00
514,7513,2,windows,139,15,NULL,NULL
2103,7514,2,iphone,154,15,NULL,NULL
518,7515,2,linux,137,14,NULL,NULL
569,7516,2,iphone,122,11,NULL,NULL
2353,7517,2,iphone,153,10,NULL,NULL
1353,7518,2,android,52,5,NULL,NULL
1175,7519,2,iphone,197,18,NULL,NULL
673,7520,2,iphone,189,13,NULL,NULL
2314,7521,2,windows,203,22,NULL,NULL
2383,7522,2,android,196,23,1,2.00
1277,7523,2,windows,71,5,2,5.00
411,7524,2,iphone,70,4,NULL,NULL
1143,7525,2,android,70,13,1,3.00
1652,7526,2,android,66,7,1,3.00
1082,7527,2,iphone,56,5,NULL,NULL
21,7528,2,android,69,6,NULL,NULL
1300,7529,2,android,62,5,NULL,NULL
900,7530,2,linux,63,6,NULL,NULL
2214,7531,2,windows,53,6,NULL,NULL
2279,7532,2,iphone,46,2,NULL,NULL
371,7533,2,android,55,6,NULL,NULL
1027,7534,2,iphone,66,5,2,6.00
174,7535,2,android,53,5,NULL,NULL
937,7536,2,android,53,5,NULL,NULL
351,7537,2,windows,38,9,NULL,NULL
1629,7538,2,iphone,70,12,NULL,NULL
1924,7539,2,iphone,46,8,NULL,NULL
2222,7540,2,iphone,52,11,2,7.50
1260,7541,2,iphone,42,6,1,3.00
222,7542,2,iphone,53,5,NULL,NULL
303,7543,2,android,46,7,NULL,NULL
1848,7544,2,android,59,9,NULL,NULL
390,7545,2,linux,47,7,2,1.00
1155,7546,2,iphone,53,2,2,12.50
1623,7547,2,iphone,134,11,NULL,NULL
1362,7548,2,iphone,116,13,NULL,NULL
1072,7549,2,iphone,144,22,2,15.00
1513,7550,2,mac,125,11,NULL,NULL
1555,7551,2,iphone,158,11,1,20.00
1658,7552,2,iphone,58,5,NULL,NULL
849,7553,2,iphone,37,5,NULL,NULL
121,7554,2,android,54,5,NULL,NULL
1034,7555,2,iphone,46,5,NULL,NULL
970,7556,2,iphone,49,8,1,5.00
1874,7557,2,mac,44,2,NULL,NULL
128,7558,2,iphone,49,4,NULL,NULL
374,7559,2,android,56,7,1,2.00
217,7560,2,mac,52,5,NULL,NULL
1205,7561,2,android,42,2,NULL,NULL
1958,7562,2,android,46,3,1,20.00
283,7563,2,windows,48,7,NULL,NULL
538,7564,2,android,39,5,NULL,NULL
1275,7565,2,iphone,51,5,NULL,NULL
1076,7566,2,iphone,39,4,NULL,NULL
934,7567,2,windows,44,6,NULL,NULL
1064,7568,2,windows,39,2,1,1.00
453,7569,2,android,134,19,NULL,NULL
1145,7570,2,windows,129,6,NULL,NULL
355,7571,2,iphone,137,14,2,5.00
1560,7572,2,android,112,11,NULL,NULL
1215,7573,2,android,117,21,NULL,NULL
1589,7574,2,iphone,32,6,NULL,NULL
342,7575,2,android,32,4,NULL,NULL
852,7576,2,android,27,5,NULL,NULL
30,7577,2,iphone,29,2,NULL,NULL
155,7578,2,android,49,4,NULL,NULL
1349,7579,2,iphone,34,4,NULL,NULL
76,7580,2,windows,36,3,2,1.50
2149,7581,2,android,15,2,NULL,NULL
415,7582,2,iphone,27,4,NULL,NULL
204,7583,2,windows,28,2,NULL,NULL
60,7584,2,iphone,35,4,NULL,NULL
844,7585,2,iphone,33,5,NULL,NULL
208,7586,2,iphone,18,2,NULL,NULL
157,7587,2,iphone,33,3,NULL,NULL
534,7588,2,android,31,2,NULL,NULL
90,7589,2,android,27,1,1,2.00
737,7590,2,windows,30,4,NULL,NULL
2348,7591,2,android,39,3,NULL,NULL
1717,7592,2,iphone,26,4,NULL,NULL
1453,7593,2,iphone,34,5,NULL,NULL
1782,7594,2,android,32,5,2,11.50
1022,7595,2,windows,43,5,2,2.00
1807,7596,2,iphone,180,24,1,20.00
1038,7597,2,android,171,17,NULL,NULL
791,7598,2,iphone,170,20,NULL,NULL
820,7599,2,android,41,5,1,2.00
221,7600,2,iphone,48,5,1,5.00
1065,7601,2,iphone,58,8,NULL,NULL
611,7602,2,iphone,66,5,NULL,NULL
1834,7603,2,android,66,5,NULL,NULL
1892,7604,2,linux,59,8,1,2.00
471,7605,2,iphone,48,7,NULL,NULL
175,7606,2,windows,63,4,NULL,NULL
1329,7607,2,android,54,6,NULL,NULL
856,7608,2,iphone,46,5,NULL,NULL
382,7609,2,iphone,55,7,1,5.00
2384,7610,2,windows,55,6,NULL,NULL
1071,7611,2,iphone,52,5,NULL,NULL
242,7612,2,iphone,57,2,NULL,NULL
1465,7613,2,android,171,24,NULL,NULL
2194,7614,2,iphone,168,18,NULL,NULL
662,7615,2,iphone,163,21,NULL,NULL
1139,7616,2,android,179,18,NULL,NULL
2336,7617,2,windows,262,28,NULL,NULL
1815,7618,2,iphone,267,30,NULL,NULL
1183,7619,2,linux,271,23,NULL,NULL
2229,7620,2,iphone,58,3,1,20.00
2199,7621,2,android,57,5,NULL,NULL
2243,7622,2,android,43,7,NULL,NULL
807,7623,2,linux,58,4,NULL,NULL
279,7624,2,windows,55,5,NULL,NULL
868,7625,2,iphone,41,7,1,20.00
699,7626,2,mac,61,12,NULL,NULL
1224,7627,2,iphone,49,6,NULL,NULL
2146,7628,2,linux,68,11,NULL,NULL
576,7629,2,android,44,5,NULL,NULL
400,7630,2,iphone,45,5,NULL,NULL
2127,7631,2,linux,61,8,NULL,NULL
812,7632,2,android,78,8,NULL,NULL
445,7633,2,android,63,4,1,3.00
321,7634,2,windows,70,8,NULL,NULL
127,7635,2,iphone,69,11,1,10.00
2161,7636,2,android,92,11,2,3.00
1351,7637,2,iphone,60,7,NULL,NULL
1731,7638,2,iphone,72,3,NULL,NULL
2178,7639,2,iphone,77,9,NULL,NULL
962,7640,2,iphone,68,8,NULL,NULL
108,7641,2,iphone,66,11,NULL,NULL
1073,7642,2,android,184,17,NULL,NULL
591,7643,2,windows,180,14,NULL,NULL
210,7644,2,android,181,25,NULL,NULL
2040,7645,2,android,184,25,NULL,NULL
1926,7646,2,android,71,9,NULL,NULL
515,7647,2,iphone,73,9,NULL,NULL
1591,7648,2,iphone,70,10,NULL,NULL
2283,7649,2,android,66,7,NULL,NULL
827,7650,2,iphone,68,13,NULL,NULL
657,7651,2,android,88,8,NULL,NULL
2262,7652,2,android,71,9,NULL,NULL
935,7653,2,iphone,72,4,NULL,NULL
1099,7654,2,iphone,85,8,NULL,NULL
1890,7655,2,android,69,4,NULL,NULL
1485,7656,2,iphone,101,13,1,20.00
1318,7657,2,iphone,108,8,NULL,NULL
757,7658,2,android,109,12,NULL,NULL
810,7659,2,android,132,14,NULL,NULL
1278,7660,2,windows,109,9,NULL,NULL
2030,7661,2,windows,117,9,NULL,NULL
1393,7662,2,linux,113,10,NULL,NULL
1863,7663,2,android,30,3,2,2.00
881,7664,2,iphone,36,5,1,20.00
1173,7665,2,iphone,34,5,NULL,NULL
2004,7666,2,iphone,41,5,NULL,NULL
1059,7667,2,android,49,4,NULL,NULL
1326,7668,2,iphone,45,4,NULL,NULL
2360,7669,2,android,4,1,NULL,NULL
2231,7670,2,iphone,48,4,NULL,NULL
181,7671,2,android,40,7,NULL,NULL
2139,7672,2,android,46,7,NULL,NULL
1740,7673,2,windows,41,1,NULL,NULL
670,7674,2,iphone,52,6,NULL,NULL
539,7675,2,windows,48,2,NULL,NULL
1433,7676,2,android,38,5,NULL,NULL
1538,7677,2,iphone,37,3,NULL,NULL
1104,7678,2,iphone,40,2,NULL,NULL
123,7679,2,android,44,7,NULL,NULL
769,7680,2,android,43,1,1,3.00
770,7681,2,iphone,64,8,NULL,NULL
782,7682,2,iphone,53,4,NULL,NULL
1042,7683,2,android,74,5,NULL,NULL
2379,7684,2,android,68,9,2,6.50
1026,7685,2,iphone,86,7,NULL,NULL
178,7686,2,iphone,65,14,2,15.00
1234,7687,2,android,67,4,1,3.00
165,7688,2,iphone,66,6,NULL,NULL
1436,7689,2,android,74,5,NULL,NULL
1229,7690,2,android,77,10,NULL,NULL
243,7691,2,linux,62,3,1,1.00
1163,7692,2,android,73,6,NULL,NULL
1320,7693,2,iphone,141,15,NULL,NULL
2221,7694,2,iphone,141,19,NULL,NULL
306,7695,2,windows,119,10,1,1.00
2285,7696,2,iphone,112,11,NULL,NULL
2389,7697,2,android,123,13,NULL,NULL
2355,7698,2,iphone,114,10,1,3.00
867,7699,2,iphone,114,9,NULL,NULL
1381,7700,2,android,129,10,NULL,NULL
801,7701,2,iphone,127,12,NULL,NULL
2133,7702,2,android,120,8,1,3.00
2029,7703,2,iphone,111,16,3,16.67
931,7704,2,windows,134,16,NULL,NULL
744,7705,2,windows,93,7,NULL,NULL
600,7706,2,iphone,98,12,NULL,NULL
511,7707,2,iphone,97,8,1,20.00
1471,7708,2,iphone,84,8,NULL,NULL
1085,7709,2,windows,85,10,NULL,NULL
1645,7710,2,mac,117,12,1,2.00
841,7711,2,iphone,89,7,NULL,NULL
1510,7712,2,iphone,104,11,NULL,NULL
1227,7713,2,android,85,6,NULL,NULL
585,7714,2,iphone,115,10,NULL,NULL
83,7715,2,android,107,11,1,3.00
462,7716,2,android,87,15,NULL,NULL
1669,7717,2,iphone,95,9,NULL,NULL
212,7718,2,android,107,19,NULL,NULL
1844,7719,2,android,107,17,NULL,NULL
708,7720,2,iphone,31,3,NULL,NULL
1588,7721,2,android,39,1,1,3.00
1631,7722,2,windows,35,4,NULL,NULL
28,7723,2,iphone,39,7,NULL,NULL
1567,7724,2,android,39,7,1,3.00
1997,7725,2,android,46,4,NULL,NULL
1029,7726,2,iphone,33,3,NULL,NULL
504,7727,2,iphone,40,6,NULL,NULL
101,7728,2,mac,36,2,NULL,NULL
1367,7729,2,windows,35,8,NULL,NULL
1157,7730,2,android,35,1,1,3.00
68,7731,2,android,38,6,NULL,NULL
1544,7732,2,iphone,36,6,NULL,NULL
1720,7733,2,iphone,37,8,NULL,NULL
564,7734,2,linux,21,2,1,1.00
846,7735,2,iphone,41,5,NULL,NULL
2009,7736,2,iphone,32,2,1,20.00
2084,7737,2,iphone,38,6,NULL,NULL
1559,7738,2,android,107,12,NULL,NULL
1315,7739,2,windows,123,12,2,5.50
2028,7740,2,iphone,141,16,NULL,NULL
12,7741,2,iphone,110,12,NULL,NULL
1664,7742,2,windows,219,20,NULL,NULL
1162,7743,2,windows,199,28,1,10.00
639,7744,2,mac,213,18,NULL,NULL
982,7745,2,iphone,123,10,NULL,NULL
142,7746,2,iphone,19,2,NULL,NULL
1516,7747,2,windows,139,17,1,1.00
859,7748,2,android,125,15,NULL,NULL
1610,7749,2,iphone,150,18,NULL,NULL
1665,7750,2,linux,135,10,NULL,NULL
292,7751,2,windows,134,19,NULL,NULL
899,7752,2,windows,140,15,NULL,NULL
1613,7753,2,iphone,146,11,NULL,NULL
1697,7754,2,iphone,157,22,2,15.00
1370,7755,2,iphone,93,9,1,20.00
489,7756,2,iphone,101,7,NULL,NULL
422,7757,2,android,100,18,NULL,NULL
1856,7758,2,linux,112,10,1,1.00
1264,7759,2,linux,103,18,1,1.00
2354,7760,2,iphone,75,2,NULL,NULL
93,7761,2,iphone,93,10,NULL,NULL
1307,7762,2,windows,94,7,2,1.50
872,7763,2,iphone,74,11,NULL,NULL
1270,7764,2,iphone,69,7,NULL,NULL
62,7765,2,android,69,5,NULL,NULL
478,7766,2,iphone,89,8,NULL,NULL
1688,7767,2,iphone,75,13,NULL,NULL
160,7768,2,iphone,83,8,NULL,NULL
2132,7769,2,iphone,67,7,1,20.00
367,7770,2,windows,83,12,2,1.00
25,7771,2,mac,104,10,NULL,NULL
1525,7772,2,iphone,97,9,2,7.50
1790,7773,2,android,113,8,NULL,NULL
1473,7774,2,iphone,104,7,NULL,NULL
1429,7775,2,iphone,98,5,NULL,NULL
787,7776,2,android,115,11,NULL,NULL
